日期,时刻,辐照度,风速,风向,温度,湿度,气压
81,2,0,7.7,287,0.2,45,68800
81,5,0,8.9,284,-0.8,55,68800
81,8,79,8.9,271,-1.0,58,69100
81,11,614,8.4,284,5.8,33,69100
81,14,862,11.3,283,8.4,26,69000
81,17,502,11.0,299,8.2,27,68900
81,20,7,7.0,310,4.5,40,69100
81,23,0,5.6,284,0.6,50,69300
82,2,0,0.6,81,-1.9,50,69400
82,5,0,1.3,90,-3.9,56,69500
82,8,80,1.6,76,-4.2,55,69700
82,11,610,1.2,104,0.6,34,69800
82,14,788,6.3,305,5.7,16,69600
82,17,421,6.8,325,5.3,14,69500
82,20,6,3.3,76,1.6,23,69700
82,23,0,4.4,79,-2.7,55,69900
83,2,0,0.0,0,-4.1,45,69900
83,5,0,5.5,274,-5.7,36,69800
83,8,98,6.3,275,-5.8,29,70000
83,11,704,11.8,286,1.6,12,70100
83,14,954,16.0,293,4.1,9,70000
83,17,541,13.3,302,4.6,10,69900
83,20,9,5.5,302,0.3,19,69900
83,23,0,5.6,267,-3.8,24,70000
84,2,0,4.3,281,-5.1,25,70000
84,5,0,3.7,281,-5.3,25,69900
84,8,103,3.8,279,-5.6,20,70000
84,11,715,2.0,259,1.5,12,70100
84,14,946,6.0,278,8.1,9,69700
84,17,534,11.4,294,9.4,12,69600
84,20,9,7.8,278,4.7,22,69700
84,23,0,6.4,243,0.8,27,69900
85,2,0,4.4,239,-2.2,34,69900
85,5,0,2.8,270,-4.1,37,69800
85,8,102,2.6,216,-4.2,34,69900
85,11,702,0.3,180,3.3,18,69800
85,14,941,2.5,256,9.9,10,69400
85,17,532,7.4,266,12.3,11,69100
85,20,10,10.3,233,7.0,21,69200
85,23,0,5.7,242,2.8,26,69500
86,2,0,1.5,203,0.7,31,69600
86,5,0,3.5,193,-2.1,38,69400
86,8,108,2.8,210,-2.9,36,69600
86,11,712,1.0,156,4.0,20,69600
86,14,925,0.2,0,9.8,12,69300
86,17,514,0.7,180,12.3,10,69000
86,20,10,2.7,118,8.6,16,69100
86,23,0,5.2,109,4.2,30,69400
87,2,0,3.6,98,1.6,43,69300
87,5,0,3.2,131,-1.2,50,69300
87,8,110,0.7,90,-0.8,45,69500
87,11,685,1.5,122,4.7,29,69500
87,14,773,4.9,289,11.0,20,69200
87,17,337,10.8,289,9.5,30,69100
87,20,6,8.1,304,6.6,41,69400
87,23,0,1.6,338,1.2,61,69800
88,2,0,2.0,349,-1.0,71,70000
88,5,0,1.2,90,-2.1,75,70100
88,8,110,1.1,280,-2.6,68,70300
88,11,698,2.1,270,2.8,40,70300
88,14,945,10.9,288,8.5,12,69900
88,17,544,9.6,309,8.6,10,69800
88,20,11,4.5,13,3.8,19,69900
88,23,0,1.1,56,-1.0,30,70100
89,2,0,2.0,90,-2.3,37,70100
89,5,0,1.6,310,-4.2,41,70000
89,8,121,3.8,281,-4.2,36,70200
89,11,735,1.3,261,3.1,20,70300
89,14,968,4.3,345,9.5,7,70000
89,17,555,9.4,336,9.4,7,69900
89,20,12,6.4,343,5.0,15,70000
89,23,0,0.9,111,0.6,24,70200
90,2,0,2.4,85,-2.1,24,70100
90,5,0,1.8,99,-2.5,26,70000
90,8,124,1.0,107,-2.9,24,70000
90,11,734,1.6,101,2.7,17,69800
90,14,932,1.1,90,8.5,12,69400
90,17,508,1.7,54,11.2,10,69000
90,20,11,3.6,76,7.5,19,69100
90,23,0,4.1,90,2.7,33,69400
91,2,0,2.6,79,1.3,29,69400
91,5,0,1.4,141,0.8,33,69300
91,8,105,1.3,117,-0.8,33,69400
91,11,552,0.7,153,4.6,24,69500
91,14,640,1.4,94,10.2,16,69000
91,17,258,1.3,209,10.5,19,68800
91,20,4,5.2,28,6.4,40,69100
91,23,0,3.0,70,4.8,52,69400
92,2,0,2.6,97,1.6,70,69300
92,5,0,1.3,29,0.1,75,69200
92,8,102,1.6,297,0.4,70,69400
92,11,574,0.9,193,5.3,50,69400
92,14,778,1.4,321,10.3,28,69100
92,17,418,4.1,346,10.9,24,68900
92,20,9,3.3,14,8.8,29,69100
92,23,0,2.8,195,4.5,43,69300
93,2,0,0.7,124,1.5,60,69300
93,5,0,0.5,101,-0.1,66,69300
93,8,121,0.9,201,-0.2,61,69400
93,11,719,2.0,150,5.7,38,69300
93,14,845,2.3,121,11.6,21,68900
93,17,430,4.2,107,13.4,18,68600
93,20,10,3.2,90,10.6,22,68700
93,23,0,6.9,10,6.3,41,69100
94,2,0,3.3,273,2.6,45,69200
94,5,0,2.6,281,-0.1,52,69100
94,8,138,0.3,252,0.6,45,69300
94,11,748,1.3,117,7.4,26,69300
94,14,968,2.7,126,13.6,15,68800
94,17,542,5.4,117,16.0,8,68400
94,20,13,4.6,105,12.6,13,68400
94,23,0,1.7,118,10.0,19,68700
95,2,0,1.2,132,5.3,33,68700
95,5,0,1.3,209,1.5,39,68700
95,8,141,1.3,222,0.3,38,68900
95,11,749,1.2,104,8.7,20,68900
95,14,943,2.0,105,15.0,13,68600
95,17,501,3.1,94,17.8,11,68200
95,20,12,1.9,137,14.1,20,68300
95,23,0,2.9,214,9.2,27,68600
96,2,0,3.5,100,6.0,43,68700
96,5,0,4.1,103,3.8,56,68700
96,8,125,3.2,116,3.4,49,68800
96,11,587,3.7,125,9.7,31,68700
96,14,674,4.1,129,14.4,24,68400
96,17,389,6.1,88,14.5,31,68300
96,20,9,9.2,103,8.9,59,68700
96,23,0,5.4,101,6.2,71,69100
97,2,0,5.3,101,2.9,81,69200
97,5,0,5.0,104,0.7,88,69100
97,8,112,3.7,106,1.4,78,69300
97,11,582,3.9,119,6.1,52,69100
97,14,768,3.7,101,10.9,36,68700
97,17,430,4.8,96,11.7,36,68500
97,20,11,6.5,115,7.1,56,68900
97,23,0,4.9,96,3.3,72,69300
98,2,0,3.7,96,0.9,80,69300
98,5,0,3.3,119,-1.1,88,69300
98,8,123,1.9,115,-0.2,79,69400
98,11,629,2.8,98,4.7,52,69300
98,14,758,4.9,104,10.6,35,68800
98,17,350,8.5,107,10.1,41,68400
98,20,8,6.5,99,5.3,66,68800
98,23,0,4.4,113,2.6,79,69100
99,2,0,3.7,104,0.8,83,69300
99,5,0,2.3,100,0.3,84,69300
99,8,109,1.4,54,0.6,81,69400
99,11,560,1.1,146,4.4,55,69400
99,14,709,1.2,81,9.1,28,69000
99,17,361,5.3,67,8.2,38,68800
99,20,9,6.5,100,4.7,60,69100
99,23,0,4.1,94,1.9,78,69500
100,2,0,2.7,92,-0.1,86,69600
100,5,0,2.1,129,-0.8,86,69600
100,8,79,2.7,118,-0.9,83,69800
100,11,495,2.5,104,1.3,63,69900
100,14,754,2.4,85,5.3,42,69600
100,17,442,3.9,97,5.8,40,69400
100,20,13,4.8,120,3.7,48,69500
100,23,0,5.0,88,0.8,63,69700
101,2,0,1.7,90,-1.7,59,69800
101,5,0,0.4,256,-3.6,62,69700
101,8,162,2.8,296,-3.0,51,69900
101,11,713,4.0,267,4.8,25,69900
101,14,845,13.8,291,8.4,14,69600
101,17,460,12.5,297,8.7,14,69400
101,20,13,8.8,293,5.6,24,69500
101,23,0,5.1,272,1.3,36,69700
102,2,0,6.8,257,-1.9,44,69900
102,5,0,2.7,270,-3.8,45,69800
102,8,171,1.5,254,-2.7,36,69900
102,11,782,0.7,188,4.2,24,69800
102,14,890,2.4,353,9.7,16,69200
102,17,477,14.8,282,10.9,13,68900
102,20,15,10.3,247,6.6,22,68900
102,23,0,7.3,246,2.8,31,69100
103,2,0,1.6,263,-0.4,34,69200
103,5,0,1.6,90,-2.1,37,69100
103,8,128,0.1,270,0.0,29,69300
103,11,605,0.7,90,5.7,23,69400
103,14,817,0.9,108,10.5,19,69000
103,17,421,2.9,106,12.1,18,68800
103,20,10,4.2,62,8.8,31,69000
103,23,0,5.0,100,5.4,49,69300
104,2,0,4.6,83,2.8,61,69300
104,5,0,3.9,66,1.8,68,69300
104,8,157,2.7,70,1.7,66,69600
104,11,687,1.9,122,5.3,53,69600
104,14,834,2.9,290,10.3,33,69200
104,17,358,7.8,352,8.5,39,69200
104,20,7,4.2,69,6.2,48,69400
104,23,0,6.1,101,3.2,72,69800
105,2,0,3.9,37,1.2,78,69900
105,5,0,0.9,291,-0.1,81,69900
105,8,140,2.9,278,0.4,75,70100
105,11,666,8.8,299,5.8,27,70200
105,14,911,11.0,299,8.8,16,70100
105,17,564,11.2,300,9.1,13,69900
105,20,18,5.0,299,4.3,31,70000
105,23,0,7.3,255,0.4,36,70200
106,2,0,8.6,271,-0.6,32,70200
106,5,0,5.8,257,-2.0,35,70000
106,8,187,5.1,257,-0.1,24,70100
106,11,793,2.4,235,7.6,16,69900
106,14,981,9.8,275,14.8,13,69400
106,17,566,14.7,293,16.4,15,69100
106,20,17,11.2,289,11.9,25,69200
106,23,0,6.1,256,6.9,40,69400
107,2,0,3.8,248,3.3,42,69400
107,5,0,2.1,265,0.8,47,69400
107,8,183,0.8,330,2.2,43,69400
107,11,775,0.4,90,10.1,26,69300
107,14,899,0.8,263,16.8,19,68800
107,17,453,4.5,276,19.1,14,68300
107,20,13,8.7,251,16.4,19,68300
107,23,0,5.1,235,10.9,36,68500
108,2,0,1.8,93,7.9,42,68500
108,5,0,0.9,319,5.1,53,68700
108,8,182,2.1,259,5.1,47,68900
108,11,746,9.8,305,12.4,23,69000
108,14,870,16.9,296,14.6,16,68700
108,17,490,17.4,295,13.6,21,68600
108,20,16,7.2,11,8.5,41,69000
108,23,0,4.3,95,2.5,65,69600
109,2,0,2.3,115,1.0,73,69600
109,5,0,0.3,108,-1.3,79,69600
109,8,196,0.6,252,-0.4,66,69700
109,11,793,0.5,270,5.6,39,69700
109,14,976,3.2,338,12.1,13,69300
109,17,556,10.7,11,10.0,11,69300
109,20,18,6.2,78,5.8,21,69700
109,23,0,5.4,80,2.0,35,70000
110,2,0,4.7,80,0.8,30,69800
110,5,0,1.8,90,-0.6,37,69700
110,8,195,0.8,14,0.5,34,69800
110,11,772,1.1,270,5.8,27,69800
110,14,872,10.7,297,11.7,18,69400
110,17,456,9.1,327,11.7,18,69200
110,20,15,4.6,57,8.1,28,69300
110,23,0,5.3,51,3.9,41,69500
111,2,0,2.5,88,1.0,42,69400
111,5,0,0.8,67,-0.1,43,69300
111,8,205,0.6,329,1.5,37,69400
111,11,801,0.6,279,7.8,22,69400
111,14,924,4.6,290,14.5,12,69000
111,17,510,10.0,351,14.5,14,68900
111,20,17,4.0,33,10.2,21,69100
111,23,0,4.8,79,5.8,34,69400
112,2,0,3.3,47,1.8,43,69500
112,5,0,1.0,61,0.7,41,69500
112,8,209,0.9,0,1.7,36,69600
112,11,803,0.9,96,8.0,25,69500
112,14,994,0.2,90,14.1,15,69200
112,17,563,0.7,225,17.2,10,68700
112,20,18,6.2,75,13.7,17,68700
112,23,0,4.6,90,8.5,35,69000
113,2,0,4.0,63,5.9,33,69200
113,5,0,4.3,65,3.8,39,69100
113,8,170,3.1,81,5.5,34,69300
113,11,704,4.0,102,10.4,24,69300
113,14,878,1.1,100,13.9,21,69000
113,17,477,4.7,61,15.3,22,68800
113,20,14,4.7,65,11.8,35,69100
113,23,0,4.3,23,8.4,51,69600
114,2,0,6.5,15,5.5,64,69700
114,5,0,3.0,30,3.9,76,69700
114,8,58,2.4,95,3.1,81,69900
114,11,369,2.7,103,4.0,69,70000
114,14,708,5.1,73,8.4,46,69600
114,17,380,7.4,99,11.0,36,69300
114,20,9,8.6,98,7.1,53,69600
114,23,0,6.5,101,4.7,67,69800
115,2,0,4.7,89,4.3,67,69700
115,5,0,4.0,68,3.2,70,69700
115,8,75,3.1,65,2.4,71,69900
115,11,302,2.9,76,3.5,64,70000
115,14,435,5.2,89,5.2,58,70000
115,17,301,6.4,101,6.2,54,69900
115,20,11,6.1,104,4.3,68,70100
115,23,0,5.2,110,2.7,74,70300
116,2,0,4.0,90,1.7,83,70200
116,5,0,3.7,110,-0.8,83,70100
116,8,202,2.8,107,0.7,69,70200
116,11,778,2.6,119,4.9,47,70100
116,14,907,2.5,148,9.2,35,69800
116,17,497,1.9,115,10.6,29,69500
116,20,17,3.7,56,8.4,43,69600
116,23,0,4.2,56,4.2,60,69900
117,2,0,1.0,354,1.7,68,69900
117,5,0,1.1,292,-0.9,72,69900
117,8,221,1.9,279,0.9,57,70000
117,11,811,1.1,153,6.8,42,70000
117,14,969,1.3,135,10.4,36,69700
117,17,560,1.2,95,11.8,28,69400
117,20,20,3.2,134,9.6,39,69400
117,23,0,1.9,65,6.1,51,69700
118,2,0,2.8,92,4.1,55,69600
118,5,0,0.8,120,1.0,63,69500
118,8,204,0.3,162,2.9,52,69600
118,11,800,1.5,148,9.1,33,69600
118,14,980,0.7,74,13.7,24,69200
118,17,566,0.7,0,15.2,18,68900
118,20,21,2.2,90,12.8,31,69000
118,23,0,4.7,75,8.5,41,69200
119,2,0,3.2,46,7.8,46,69200
119,5,0,3.6,341,4.8,56,69200
119,8,216,2.3,56,5.8,50,69400
119,11,767,2.4,105,10.7,37,69400
119,14,884,4.5,298,15.1,18,69100
119,17,522,6.9,292,16.2,12,68800
119,20,21,5.5,20,12.0,27,68900
119,23,0,7.6,58,7.8,39,69200
120,2,0,3.5,102,3.7,68,69300
120,5,0,1.4,78,2.7,68,69300
120,8,227,1.4,98,2.9,59,69400
120,11,821,2.7,121,9.6,36,69200
120,14,1005,3.5,140,15.9,23,68800
120,17,577,5.7,122,19.1,19,68300
120,20,22,7.2,103,15.6,32,68300
120,23,0,4.7,90,11.3,48,68700
121,2,0,7.6,294,8.2,64,68900
121,5,0,6.9,301,5.9,71,69100
121,8,196,5.0,300,5.7,61,69300
121,11,562,7.2,294,10.7,33,69300
121,14,505,7.2,310,11.2,34,69200
121,17,279,7.9,301,9.5,40,69300
121,20,15,3.5,75,7.7,49,69400
121,23,0,3.4,118,5.3,65,69700
122,2,0,4.6,80,1.7,86,69800
122,5,0,2.8,75,0.0,84,69800
122,8,221,2.5,286,2.3,67,70000
122,11,820,12.1,292,9.1,19,70100
122,14,986,15.3,292,11.0,16,69900
122,17,561,12.8,300,11.3,14,69700
122,20,24,9.3,304,7.9,22,69800
122,23,0,6.0,281,3.9,34,70000
123,2,0,5.1,264,0.9,48,70000
123,5,0,3.0,276,-2.6,53,69900
123,8,249,0.6,279,0.3,39,70000
123,11,850,1.0,191,6.8,25,69800
123,14,1028,3.4,275,12.9,11,69400
123,17,601,12.0,288,14.0,8,69200
123,20,27,7.2,295,10.9,15,69300
123,23,0,3.8,276,5.6,28,69600
124,2,0,8.0,357,2.3,38,69800
124,5,0,7.1,24,-0.9,57,70200
124,8,200,2.3,358,0.9,47,70400
124,11,604,3.3,97,4.6,37,70300
124,14,636,4.7,125,7.3,30,70000
124,17,332,4.6,128,7.7,28,69800
124,20,17,6.2,105,5.4,43,70000
124,23,0,4.9,96,3.7,53,70300
125,2,0,6.3,90,2.2,52,70100
125,5,0,4.7,94,0.0,58,70000
125,8,245,2.6,99,2.5,47,70100
125,11,831,1.2,138,7.8,37,70000
125,14,945,2.0,108,12.7,21,69600
125,17,503,4.8,78,14.2,16,69200
125,20,25,6.9,70,12.4,20,69300
125,23,0,6.7,24,8.7,38,69700
126,2,0,6.7,318,2.9,81,69900
126,5,0,5.6,297,2.1,88,69900
126,8,164,6.7,302,3.1,65,70000
126,11,744,4.1,329,7.2,39,70000
126,14,955,3.4,345,11.3,20,69700
126,17,525,4.4,337,12.5,19,69500
126,20,25,1.9,148,8.4,37,69500
126,23,0,2.3,70,5.0,37,69700
127,2,0,1.1,75,1.8,43,69700
127,5,0,0.9,324,-1.1,52,69700
127,8,255,1.2,275,1.4,43,69900
127,11,829,1.1,117,7.3,30,69900
127,14,967,1.7,115,11.5,26,69600
127,17,484,4.6,103,12.9,26,69300
127,20,19,4.9,44,9.1,36,69500
127,23,0,3.5,51,5.8,50,69700
128,2,0,2.4,330,3.8,59,69600
128,5,0,0.9,201,2.6,61,69500
128,8,243,0.1,180,4.2,54,69700
128,11,809,0.3,162,9.8,36,69700
128,14,908,4.9,290,15.9,21,69300
128,17,480,5.7,12,15.6,23,69200
128,20,26,3.7,87,12.3,35,69400
128,23,0,2.6,13,7.6,40,69600
129,2,0,2.4,81,5.9,41,69600
129,5,0,2.2,80,4.5,45,69500
129,8,218,2.1,317,6.3,46,69800
129,11,604,2.0,57,10.7,36,69900
129,14,593,4.1,16,10.9,44,69900
129,17,361,1.3,48,10.0,51,69900
129,20,22,3.6,134,7.7,65,70100
129,23,0,2.5,127,5.4,82,70400
130,2,0,2.6,67,4.9,75,70100
130,5,0,5.1,9,2.9,77,70200
130,8,183,3.0,21,4.5,67,70400
130,11,745,0.6,180,8.1,53,70500
130,14,925,1.8,112,12.0,41,70200
130,17,502,4.6,303,12.4,33,70100
130,20,26,2.2,54,10.3,45,70100
130,23,0,2.9,36,5.7,61,70300
131,2,0,1.6,90,3.6,60,70200
131,5,0,1.0,90,1.5,63,70100
131,8,256,2.8,270,3.5,54,70200
131,11,840,0.4,270,10.1,35,70100
131,14,990,0.3,270,15.7,21,69700
131,17,585,1.1,5,17.9,14,69400
131,20,37,4.2,142,14.0,33,69300
131,23,0,2.2,90,10.0,34,69500
132,2,0,1.4,82,8.5,31,69500
132,5,0,1.1,80,5.7,38,69500
132,8,149,1.3,356,7.1,38,69700
132,11,489,4.7,293,12.3,26,69700
132,14,577,8.4,300,15.0,25,69500
132,17,350,4.8,319,14.1,30,69400
132,20,37,5.7,301,12.4,31,69500
132,23,0,2.1,307,7.1,55,69800
133,2,0,1.4,168,3.5,64,69800
133,5,0,3.1,324,0.7,67,69800
133,8,265,3.6,273,4.3,47,70000
133,11,830,9.5,288,11.8,14,69800
133,14,889,10.8,311,13.9,11,69600
133,17,470,8.0,324,14.0,12,69400
133,20,31,6.6,32,10.6,24,69600
133,23,0,3.3,44,7.1,36,69900
134,2,0,2.5,45,2.9,52,70000
134,5,0,2.1,65,1.5,57,69900
134,8,261,1.8,292,3.4,51,70100
134,11,837,1.3,138,8.9,33,70100
134,14,956,1.4,111,12.8,24,69800
134,17,460,3.8,41,13.3,22,69700
134,20,23,5.7,99,10.4,37,69900
134,23,0,6.6,100,8.2,49,70000
135,2,0,4.9,94,4.6,63,70000
135,5,0,4.4,89,2.2,71,70000
135,8,262,2.3,108,4.5,57,70100
135,11,834,1.5,110,9.6,39,69900
135,14,986,1.9,102,14.2,22,69500
135,17,527,4.7,50,15.1,20,69300
135,20,39,3.6,174,12.2,31,69400
135,23,0,1.4,56,8.9,46,69600
136,2,0,2.5,74,6.1,48,69400
136,5,0,2.1,87,4.0,54,69400
136,8,268,0.9,69,5.8,43,69500
136,11,840,2.3,121,11.9,29,69400
136,14,989,1.7,59,16.4,16,69100
136,17,590,3.0,23,18.5,12,68800
136,20,51,7.0,32,14.6,20,69000
136,23,0,5.1,43,10.2,31,69300
137,2,0,2.7,356,6.0,51,69400
137,5,0,2.4,294,3.5,58,69400
137,8,266,2.8,276,6.6,43,69600
137,11,838,1.5,293,13.5,25,69500
137,14,1014,5.0,9,18.3,16,69300
137,17,621,6.6,0,19.0,15,69100
137,20,54,4.9,32,15.9,26,69200
137,23,0,4.4,73,11.2,38,69400
138,2,0,1.0,336,7.8,40,69300
138,5,0,1.3,108,6.5,39,69300
138,8,274,1.2,90,8.4,33,69400
138,11,863,2.0,120,14.7,20,69200
138,14,1020,3.8,113,20.4,9,68800
138,17,523,4.8,86,22.3,7,68500
138,20,38,7.9,75,19.9,15,68500
138,23,0,6.5,50,16.3,24,68800
139,2,0,5.5,41,15.0,32,68900
139,5,0,8.0,27,13.4,40,69000
139,8,177,5.5,20,13.6,40,69200
139,11,712,4.4,93,17.0,30,69300
139,14,915,4.1,91,19.1,24,69000
139,17,506,5.4,120,21.2,20,68800
139,20,42,7.7,97,18.0,30,68900
139,23,0,4.6,90,15.3,41,69300
140,2,0,5.4,106,11.1,51,69400
140,5,0,2.5,153,10.3,59,69400
140,8,92,1.7,126,9.3,71,69500
140,11,447,4.4,96,11.0,59,69500
140,14,776,3.7,117,16.3,38,69000
140,17,414,3.7,98,18.5,35,68700
140,20,22,7.1,352,11.1,68,69300
140,23,0,1.4,176,9.5,78,69700
141,2,0,2.9,10,8.4,75,69700
141,5,0,2.3,304,6.8,74,69800
141,8,233,1.4,309,7.8,57,70000
141,11,789,0.4,153,11.6,47,69900
141,14,962,2.2,106,14.8,39,69700
141,17,589,2.1,101,15.9,35,69500
141,20,53,7.5,95,12.6,53,69600
141,23,0,5.6,99,9.2,70,69800
142,2,0,4.2,94,5.6,76,69800
142,5,0,4.0,97,3.9,74,69800
142,8,264,1.9,118,6.8,62,69900
142,11,817,2.6,101,11.7,48,69800
142,14,939,4.2,101,16.1,39,69400
142,17,477,8.1,99,17.2,33,69100
142,20,29,8.2,95,13.6,49,69400
142,23,0,7.7,86,10.0,71,69800
143,2,0,4.5,72,7.3,80,69900
143,5,0,2.4,45,5.1,87,70000
143,8,106,2.2,69,5.6,80,70000
143,11,414,2.7,96,8.0,69,70000
143,14,685,2.6,97,10.7,62,69800
143,17,451,2.2,112,12.4,55,69600
143,20,37,3.9,296,9.6,69,69900
143,23,0,1.1,63,6.4,76,70200
144,2,0,1.2,48,5.1,82,70300
144,5,0,1.9,32,3.7,89,70200
144,8,187,2.0,273,3.7,83,70400
144,11,775,0.4,180,8.0,57,70300
144,14,961,1.3,119,11.4,49,70000
144,17,557,0.9,186,11.9,36,69800
144,20,55,3.4,130,10.0,56,69900
144,23,0,1.3,90,6.0,63,70100
145,2,0,2.2,68,4.6,82,70000
145,5,0,1.8,61,2.7,82,69900
145,8,267,3.8,293,5.6,68,70000
145,11,817,1.3,270,10.3,52,69900
145,14,973,0.8,180,13.9,40,69600
145,17,602,1.9,55,15.0,22,69400
145,20,60,3.6,42,11.7,43,69500
145,23,0,3.5,83,6.7,53,69800
146,2,0,2.5,334,4.3,49,69800
146,5,0,0.6,0,4.8,45,69700
146,8,272,1.6,284,6.8,45,69900
146,11,844,0.7,164,12.1,35,69800
146,14,1028,1.9,106,16.5,24,69500
146,17,587,3.6,117,18.1,20,69200
146,20,52,6.1,107,15.4,39,69200
146,23,0,4.9,79,11.2,44,69400
147,2,0,4.0,90,10.1,50,69300
147,5,0,3.4,104,9.3,52,69200
147,8,150,2.1,107,10.9,50,69400
147,11,434,1.7,97,13.8,40,69400
147,14,515,1.4,159,16.6,32,69100
147,17,263,7.2,23,15.5,37,69100
147,20,26,2.4,7,13.8,49,69300
147,23,0,2.3,214,10.9,59,69500
148,2,0,9.6,287,9.3,71,69400
148,5,0,8.9,285,8.6,69,69400
148,8,158,6.2,281,9.8,61,69600
148,11,636,2.6,281,14.7,37,69600
148,14,867,2.8,142,17.8,28,69300
148,17,510,5.3,142,18.4,26,69100
148,20,54,1.6,142,16.8,39,69200
148,23,0,0.2,63,13.3,52,69500
149,2,0,0.9,144,11.3,53,69500
149,5,0,1.8,90,10.3,55,69500
149,8,262,1.5,113,12.2,46,69500
149,11,799,3.4,117,16.6,33,69400
149,14,913,3.4,144,19.9,27,69100
149,17,467,4.6,122,20.5,25,68900
149,20,39,8.7,110,18.2,34,69000
149,23,0,6.9,112,15.5,47,69300
150,2,0,1.6,117,13.8,56,69100
150,5,0,1.7,80,11.4,72,69100
150,8,48,5.6,17,10.1,75,69200
150,11,204,2.4,355,10.6,68,69300
150,14,306,2.4,24,12.1,60,69300
150,17,191,3.0,63,12.7,54,69200
150,20,23,0.6,180,11.8,64,69300
150,23,0,0.6,225,10.2,81,69500
151,2,0,2.3,308,8.4,84,69500
151,5,0,2.4,303,7.3,83,69400
151,8,189,1.7,270,8.8,75,69400
151,11,534,2.4,142,12.0,58,69400
151,14,540,2.9,128,14.3,52,69100
151,17,220,2.1,125,13.3,59,68900
151,20,15,4.1,76,11.1,74,69100
151,23,0,4.1,54,10.0,80,69200
152,2,0,4.2,59,10.6,75,69000
152,5,0,2.9,54,9.2,80,68900
152,8,99,2.1,53,10.6,75,69000
152,11,315,3.2,85,12.8,62,69000
152,14,369,4.6,51,13.6,58,69000
152,17,191,6.4,20,11.8,70,69000
152,20,19,1.9,288,10.1,77,69200
152,23,0,5.2,316,8.9,81,69400
153,2,0,2.1,47,8.9,79,69400
153,5,0,2.1,45,8.5,80,69300
153,8,78,1.3,45,9.0,75,69300
153,11,243,0.9,69,9.8,75,69400
153,14,315,1.1,218,10.5,72,69300
153,17,191,1.1,345,10.5,71,69200
153,20,23,3.8,125,9.1,84,69300
153,23,0,2.4,161,7.8,85,69500
154,2,0,1.9,96,6.8,89,69300
154,5,0,0.4,214,6.4,88,69300
154,8,136,3.5,268,7.6,78,69300
154,11,379,10.9,289,9.8,64,69200
154,14,425,6.6,323,10.2,58,69200
154,17,328,4.1,334,10.6,57,69200
154,20,47,1.1,350,8.4,71,69300
154,23,0,4.0,340,6.1,81,69500
155,2,0,6.9,284,3.5,80,69400
155,5,0,8.9,278,3.6,72,69400
155,8,244,8.1,277,6.3,60,69600
155,11,705,12.1,280,10.4,47,69400
155,14,816,11.1,298,12.7,38,69300
155,17,487,10.3,306,13.3,35,69300
155,20,63,10.9,289,10.8,47,69400
155,23,0,11.4,284,7.2,60,69700
156,2,0,8.6,288,4.7,71,69700
156,5,0,6.1,284,3.1,71,69800
156,8,284,2.8,288,5.9,60,69900
156,11,828,0.2,243,11.3,45,69900
156,14,967,0.3,180,14.8,34,69600
156,17,613,0.1,135,16.2,29,69300
156,20,75,4.1,93,12.5,53,69300
156,23,0,3.8,65,8.0,63,69500
157,2,0,3.4,300,6.1,70,69500
157,5,0,0.7,352,4.6,69,69400
157,8,278,0.3,342,8.6,55,69600
157,11,822,0.4,14,12.9,47,69500
157,14,939,2.6,301,17.1,35,69200
157,17,579,2.8,354,17.3,33,69100
157,20,75,2.3,90,14.2,53,69200
157,23,0,2.0,33,10.6,57,69400
158,2,0,3.0,73,8.2,67,69400
158,5,0,2.3,90,7.4,69,69400
158,8,270,2.0,90,9.7,62,69500
158,11,804,3.0,96,14.3,48,69300
158,14,887,6.2,101,18.5,36,69000
158,17,337,9.4,100,18.5,38,68600
158,20,19,5.1,117,12.5,74,69100
158,23,0,3.4,102,10.2,84,69400
159,2,0,8.7,308,8.4,82,69500
159,5,0,5.4,344,7.3,82,69600
159,8,139,2.6,257,8.0,77,69700
159,11,688,5.7,283,12.6,47,69600
159,14,926,9.4,280,16.1,37,69300
159,17,510,5.1,333,16.0,38,69200
159,20,53,3.8,331,13.6,54,69400
159,23,0,3.8,312,9.5,60,69600
160,2,0,2.8,330,5.7,59,69600
160,5,0,1.1,75,6.7,54,69600
160,8,248,0.7,82,8.3,51,69700
160,11,755,1.3,99,12.9,41,69600
160,14,859,2.9,146,16.1,31,69400
160,17,500,3.1,143,17.5,30,69200
160,20,65,3.5,121,15.0,48,69200
160,23,0,5.6,125,11.1,61,69500
161,2,0,4.2,109,8.6,69,69300
161,5,0,3.0,114,7.9,66,69200
161,8,274,1.4,111,10.6,57,69400
161,11,809,2.2,111,14.7,47,69400
161,14,919,3.4,88,17.6,38,69100
161,17,515,4.7,74,18.3,39,69000
161,20,60,5.0,100,15.6,52,69200
161,23,0,5.7,50,12.0,60,69400
162,2,0,3.4,83,9.0,62,69400
162,5,0,3.9,78,8.1,64,69400
162,8,153,2.3,90,11.0,54,69500
162,11,580,2.5,95,14.5,42,69500
162,14,793,4.6,109,18.3,32,69200
162,17,414,8.3,111,18.6,31,69000
162,20,45,7.7,113,16.2,49,69200
162,23,0,2.4,78,12.8,55,69500
163,2,0,3.4,105,11.4,61,69400
163,5,0,1.9,108,10.9,66,69400
163,8,74,0.4,56,10.8,69,69500
163,11,282,2.8,88,13.5,52,69500
163,14,350,3.5,97,15.2,46,69400
163,17,239,3.1,99,15.2,47,69300
